"number","title","pageid","namespace","length","touched"
"881","Category:Data_modeling_tools","29066302","Category","426","20190524221039"
"882","Category:Convex_optimization","29130720","Category","223","20190529114959"
"883","Category:Software_programmed_in_Java_(programming_language)","29351649","Category","309","20190620100352"
"884","Category:Danish_computer_programmers","29374566","Category","172","20190620100353"
"885","Category:Least_squares","29421988","Category","198","20190529115008"
"886","Category:Köppen_climate_classifications","29485174","Category","312","20190620100356"
"887","Category:Iterative_methods","29526090","Category","74","20190529115010"
"888","Category:Optimization_in_vector_spaces","29528062","Category","98","20190529115010"
"889","Category:Dimension_reduction","29549713","Category","152","20190312134942"
"890","Category:Free_software_programmed_in_THINK_C","29902471","Category","145","20190516184117"
"891","Category:Version_control_GUI_tools","30116242","Category","396","20181202010303"
"892","Category:Geographic_taxonomies","30196265","Category","133","20190529115025"
"893","Category:Linux_process-_and_task-management-related_software","30221918","Category","142","20160614000917"
"894","Category:Linux_programming_tools","30221936","Category","176","20190211091035"
"895","Category:Linux_audio_video-related_software","30234159","Category","183","20190309101458"
"896","Category:Consistency_models","30319671","Category","178","20190312135013"
"897","Category:Declarative_programming","30496796","Category","60","20190529115032"
"898","Category:Software-localization_tools","30628946","Category","318","20190620100424"
"899","Category:Program_analysis","30677141","Category","151","20190529115040"
"900","Category:Program_transformation_tools","30677350","Category","90","20180426052430"
"901","Category:Program_transformation","30677368","Category","83","20190312135033"
"902","Category:Implementation_of_functional_programming_languages","30678222","Category","220","20190402065103"
"903","Category:Dependently_typed_programming","30726088","Category","104","20190312135038"
"904","Category:Discrete_transforms","30752198","Category","94","20190312135039"
"905","Category:Compiler_construction","30787370","Category","674","20190529115044"
"906","Category:Gradient_methods","30816278","Category","114","20180421152020"
"907","Category:Static_program_analysis_tools","30852782","Category","159","20190605121214"
"908","Category:Programming_language_standards","30856985","Category","98","20190514172835"
"909","Category:BlackBerry_development_software","30859219","Category","79","20181203023914"
"910","Category:Google_Art_Project","30866936","Category","352","20190620100432"
"911","Category:Text_user_interface_libraries","30878393","Category","72","20180426161627"
"912","Category:Computer_access_control_frameworks","30943216","Category","149","20190320235641"
"913","Category:Federated_identity","30943419","Category","150","20190527222314"
"914","Category:Pi-related_software","30945457","Category","156","20180510154649"
"915","Category:Web_service_development_tools","30945475","Category","63","20180402071844"
"916","Category:Berkeley_Open_Infrastructure_for_Network_Computing_projects","30945488","Category","616","20190620100435"
"917","Category:POSIX","30963783","Category","197","20190620100435"
"918","Category:Graphical_user_interface_testing","30964044","Category","162","20190511234614"
"919","Category:Missing_data","30982373","Category","91","20190312135055"
"920","Category:Software_testing_tools","30996248","Category","69","20190511234614"
"921","Category:Free_software_testing_tools","30996271","Category","524","20190522084024"
"922","Category:Academic_programming_languages","31005405","Category","437","20180921175613"
"923","Category:3D_scenegraph_APIs","31036647","Category","404","20190622232618"
"924","Category:Visualization_API","31102971","Category","105","20180403000825"
"925","Category:Travelling_salesman_problem","31111956","Category","234","20190620100439"
"926","Category:Continuations","31163858","Category","77","20190312135111"
"927","Category:Text_editor_stubs","31168508","Category","142","20190530052817"
"928","Category:Pseudo-polynomial_time_algorithms","31209842","Category","143","20190312135114"
"929","Category:Polymorphism_(computer_science)","31240218","Category","122","20190312135116"
"930","Category:Exchange_algorithms","31256484","Category","224","20190508123758"
"931","Category:Automatic_memory_management","31257391","Category","71","20181004091507"
"932","Category:Data_miners","31259267","Category","60","20181228101747"
"933","Category:Video_games_by_physics_engine","31307676","Category","120","20180607215708"
"934","Category:Optimization_of_ordered_sets","31336017","Category","64","20180402012426"
"935","Category:Thesauri","31375917","Category","186","20190620100448"
"936","Category:Singaporean_computer_programmers","31417961","Category","170","20190530202258"
"937","Category:Desktop_database_application_development_tools","31465083","Category","111","20190511234520"
"938","Category:Decomposition_methods","31466395","Category","154","20190426034445"
"939","Category:WxWidgets","31475290","Category","387","20190620100453"
"940","Category:Software_that_uses_wxWidgets","31475628","Category","263","20190613210437"
"941","Category:Lexical_databases","31484297","Category","141","20190423062207"
"942","Category:Project_hosting_websites","31489607","Category","279","20190620100453"
"943","Category:Post-Hartree–Fock_methods","31499913","Category","41","20180426021708"
"944","Category:Randomized_algorithms","31548188","Category","84","20190312135139"
"945","Category:Pakistani_computer_programmers","31548595","Category","178","20190615111843"
"946","Category:Software_hosted_on_CodePlex","31617215","Category","176","20190516184325"
"947","Category:Semantic_wikis","31718758","Category","81","20190624005030"
"948","Category:Operators_(programming)","31777099","Category","72","20190429231730"
"949","Category:Monte_Carlo_methods_in_finance","31792264","Category","169","20190312135159"
"950","Category:Relaxation_(iterative_methods)","31819845","Category","112","20190312135200"
"951","Category:Relaxation_(approximation)","31844437","Category","66","20180423101204"
"952","Category:Firefox","31874463","Category","275","20190620100503"
"953","Category:Firefox_add-ons","31888971","Category","1010","20190620100503"
"954","Category:Programming_libraries","31889271","Category","31","20171106101408"
"955","Category:Mathematical_induction","31890602","Category","170","20190620100503"
"956","Category:Minor_planet_groups_and_families","31918223","Category","82","20180916181412"
"957","Category:Perl_6","32010076","Category","90","20190312135210"
"958","Category:Regular_expressions","32031705","Category","89","20190620100507"
"959","Category:Frequency-domain_analysis","32102057","Category","42","20190204195901"
"960","Category:Time_domain_analysis","32102231","Category","42","20190204195507"
"961","Category:Python_(programming_language)","32158745","Category","246","20190620100510"
"962","Category:Museums_with_wikis","32241567","Category","121","20180423201055"
"963","Category:Regression_and_curve_fitting_software","32263229","Category","66","20180423101049"
"964","Category:High-level_programming_languages","32392853","Category","80","20190612193827"
"965","Category:Low-level_programming_languages","32392874","Category","79","20190312135229"
"966","Category:Discontinued_Google_services","32398196","Category","149","20190608140725"
"967","Category:Mesh_generators","32442432","Category","96","20190326202922"
"968","Category:X-ray_computed_tomography","32444755","Category","213","20190620100521"
"969","Category:Statistical_survey_software","32690658","Category","65","20190323065826"
"970","Category:Shading_languages","32791165","Category","120","20190312135257"
"971","Category:Programming_languages_created_in_1975","32866985","Category","211","20190624191559"
"972","Category:Variance_reduction","32873752","Category","186","20190312135302"
"973","Category:Decompilers","32930325","Category","79","20190312135304"
"974","Category:Java_decompilers","32930381","Category","60","20180422080952"
"975","Category:JavaScript_programming_tools","33049237","Category","69","20190520024557"
"976","Category:JSON","33049324","Category","139","20190420084915"
"977","Category:Proof_assistants","33159529","Category","169","20190312135318"
"978","Category:Functional_data_structures","33312859","Category","64","20170824043350"
"979","Category:Literate_programming","33313601","Category","131","20190312135343"
"980","Category:Fictional_programmers","33352549","Category","204","20190620100551"
"981","Category:Programming_languages_created_in_2011","33363755","Category","191","20190624191601"
"982","Category:Web_programming","33365108","Category","150","20190620100553"
"983","Category:Digital_humanities","33395167","Category","244","20190620100553"
"984","Category:Automated_WYSIWYG_editors","33399346","Category","63","20190102183454"
"985","Category:Applied_data_mining","33417867","Category","158","20190621025533"
"986","Category:Programming_languages_created_in_2002","33460289","Category","211","20190624191601"
"987","Category:Vi","33460493","Category","180","20190620100554"
"988","Category:Theorems_in_approximation_theory","33509846","Category","124","20190312135353"
"989","Category:String_(computer_science)","33512329","Category","113","20190529115223"
"990","Category:Computational_astronomy","33537654","Category","161","20180103101803"
"991","Category:Data_mining_and_machine_learning_software","33542714","Category","299","20190623000536"
"992","Category:Machine_learning_algorithms","33547228","Category","173","20190620100557"
"993","Category:Programming_languages_created_in_1977","33604515","Category","211","20190624191601"
"994","Category:Robot_programming_languages","33609931","Category","187","20190530203326"
"995","Category:Programming_languages_created_in_1987","33610153","Category","191","20190624191601"
"996","Category:Programming_languages_created_in_1969","33610923","Category","191","20190624191601"
"997","Category:Programming_languages_created_in_1993","33613539","Category","191","20190624191601"
"998","Category:Programming_languages_created_in_2007","33613571","Category","191","20190624191601"
"999","Category:Programming_languages_created_in_1998","33613599","Category","191","20190624191601"
"1000","Category:Programming_languages_created_in_1968","33613666","Category","191","20190624191601"
"1001","Category:Programming_languages_created_in_2004","33613677","Category","211","20190624191601"
"1002","Category:Programming_languages_created_in_2005","33613700","Category","211","20190624191601"
"1003","Category:Programming_languages_created_in_1980","33613717","Category","211","20190624191601"
"1004","Category:Programming_languages_created_in_1973","33613732","Category","211","20190624191601"
"1005","Category:Programming_languages_created_in_2008","33613761","Category","191","20190624191601"
"1006","Category:Programming_languages_created_in_1970","33613782","Category","211","20190624191601"
"1007","Category:Programming_languages_created_in_1959","33613806","Category","191","20190624191601"
"1008","Category:Programming_languages_created_in_1957","33613840","Category","191","20190624191601"
"1009","Category:Programming_languages_created_in_1958","33613864","Category","191","20190624191601"
"1010","Category:Programming_languages_created_in_1997","33613958","Category","191","20190624191601"
"1011","Category:Programming_languages_created_in_1971","33613984","Category","211","20190624191601"
"1012","Category:Programming_languages_created_in_the_1940s","33614022","Category","306","20190624191601"
"1013","Category:Programming_languages_created_in_1976","33614029","Category","211","20190624191601"
"1014","Category:Programming_languages_created_in_1992","33614051","Category","191","20190624191601"
"1015","Category:Programming_languages_created_in_1989","33614067","Category","191","20190624191601"
"1016","Category:Programming_languages_created_in_1953","33614087","Category","191","20190624191601"
"1017","Category:Programming_languages_created_in_1979","33614126","Category","211","20190624191601"
"1018","Category:Programming_languages_created_in_the_2010s","33614192","Category","324","20190624191601"
"1019","Category:Graph_drawing_software","33681188","Category","101","20180622074848"
"1020","Category:Graph_drawing_people","33681437","Category","237","20190120135958"
"1021","Category:OS/2_text_editors","33688936","Category","111","20180424181324"
"1022","Category:C_POSIX_library","33699730","Category","49","20190517142450"
"1023","Category:Geometric_data_structures","33760400","Category","64","20181122065515"
"1024","Category:Dependently_typed_languages","33774027","Category","338","20180917164812"
"1025","Category:Mesh_generation","33784846","Category","152","20190529115233"
"1026","Category:Avionics_programming_languages","33796691","Category","150","20180414202418"
"1027","Category:String_matching_algorithms","33958255","Category","148","20190529115237"
"1028","Category:Phonetic_algorithms","33958595","Category","222","20190312135416"
"1029","Category:Sequence_alignment_algorithms","33958763","Category","178","20190529115237"
"1030","Category:Substring_indices","33958933","Category","275","20190529115237"
"1031","Category:String_collation_algorithms","33959205","Category","88","20190312135416"
"1032","Category:Problems_on_strings","33959361","Category","144","20190316160836"
"1033","Category:Google_Chrome","33979912","Category","290","20190620100609"
"1034","Category:Optimization_algorithms_and_methods","34044100","Category","138","20190529115241"
"1035","Category:Software_based_on_WebKit","34145169","Category","227","20190526101437"
"1036","Category:Lua_(programming_language)","34150458","Category","268","20190620100617"
"1037","Category:Flynn's_taxonomy","34150917","Category","181","20190312135423"
"1038","Category:Haiku_(operating_system)","34151643","Category","232","20190312135423"
"1039","Category:Speech_processing_software","34219777","Category","39","20190130210714"
"1040","Category:Database_models","34222569","Category","151","20190620100618"
"1041","Category:Database_APIs","34231988","Category","75","20180330123013"
"1042","Category:Statistical_databases","34232963","Category","106","20160608041208"
"1043","Category:Network_socket","34247529","Category","291","20190516182543"
"1044","Category:Software_bugs","34247609","Category","168","20190620100619"
"1045","Category:Software_by_library_used","34286787","Category","65","20190214150920"
"1046","Category:Mobile_software_programming_tools","34292339","Category","161","20190405034926"
"1047","Category:Computer_programming_books","34293674","Category","424","20190427101345"
"1048","Category:Free_computer_libraries","34311003","Category","397","20190623000536"
"1049","Category:Free_software_programmed_in_Erlang","34339826","Category","236","20190516184616"
"1050","Category:Free_software_programmed_in_JavaScript","34340441","Category","235","20190621174121"
"1051","Category:Code_refactoring","34395122","Category","63","20190312135434"
"1052","Category:Trees_(data_structures)","34403994","Category","176","20190620100623"
"1053","Category:Heaps_(data_structures)","34404062","Category","313","20190620100623"
"1054","Category:PHP_frameworks","34419929","Category","194","20190620100624"
"1055","Category:Inferno_(operating_system)","34446733","Category","634","20190620100627"
"1056","Category:Free_integrated_development_environments","34474771","Category","284","20190612045756"
"1057","Category:Books_about_Perl","34475025","Category","422","20190427091425"
"1058","Category:Books_about_C++","34482530","Category","375","20190427091227"
"1059","Category:Devices_capable_of_speech_recognition","34487494","Category","64","20171231185353"
"1060","Category:Rust_(programming_language)","34510358","Category","385","20190529115258"
"1061","Category:Free_R_(programming_language)_software","34512540","Category","273","20190516184652"
"1062","Category:Servers_(computing)","34556923","Category","252","20190620100630"
"1063","Category:Clients_(computing)","34556983","Category","312","20190504064514"
"1064","Category:Numeral_systems","34560693","Category","372","20190612215921"
"1065","Category:Cache_(computing)","34604262","Category","145","20190620100632"
"1066","Category:JavaScript_visualization_toolkits","34630467","Category","142","20180422080948"
"1067","Category:Fixed_points_(mathematics)","34742329","Category","182","20190620100634"
"1068","Category:Fixed-point_theorems","34757584","Category","107","20190614094504"
"1069","Category:Metaprogramming","34761132","Category","46","20190312135452"
"1070","Category:Triangulation_(geometry)","34835372","Category","490","20190620100635"
"1071","Category:Qt_(software)","34958986","Category","359","20190620100639"
"1072","Category:Resource_Description_Framework","35007527","Category","250","20190620100640"
"1073","Category:Threads_(computing)","35016688","Category","143","20190620100640"
"1074","Category:C_standard_library","35016715","Category","130","20190312135503"
"1075","Category:Common_Object_Request_Broker_Architecture","35055572","Category","424","20190312135505"
"1076","Category:Wikipedia_categories_named_after_programming_languages","35321502","Category","166","20190418191744"
"1077","Category:Information-theoretically_secure_algorithms","35461043","Category","82","20190312135521"
"1078","Category:Symmetric-key_algorithms","35482311","Category","115","20190312135522"
"1079","Category:Asymmetric-key_algorithms","35482438","Category","133","20190620100652"
"1080","Category:Public-key_encryption_schemes","35482449","Category","119","20190620100652"
"1081","Category:Digital_signature_schemes","35482453","Category","109","20190312135522"
"1082","Category:Zero-knowledge_protocols","35482513","Category","113","20190312135522"
"1083","Category:Authenticated-encryption_schemes","35483906","Category","76","20190312135522"
"1084","Category:Programming_languages_created_in_1988","35542635","Category","191","20190624191613"
"1085","Category:Free_software_programmed_in_OCaml","35555627","Category","169","20190516184808"
"1086","Category:DSP_Starter_Kits","35594803","Category","38","20180419160817"
"1087","Category:Architectural_pattern_(computer_science)","35824712","Category","108","20190312135546"
"1088","Category:Kinetic_data_structures","35869121","Category","156","20180422102114"
"1089","Category:Unreal_Engine","36002636","Category","133","20190529115342"
"1090","Category:Algorithmic_inference","36110299","Category","107","20190312135606"
"1091","Category:DLL_injection","36235345","Category","65","20171031004629"
"1092","Category:Text_editor_comparisons","36255184","Category","82","20190624193052"
"1093","Category:Belief_revision","36312376","Category","184","20190312135623"
"1094","Category:RISC_OS_programming_tools","36373299","Category","87","20180422222513"
"1095","Category:Pascal_libraries","36426023","Category","92","20181203041021"
"1096","Category:ALGOL_58_dialect","36653439","Category","459","20190312135652"
"1097","Category:ALGOL_60_implementation","36653485","Category","631","20190312135652"
"1098","Category:Live_coding","36787578","Category","259","20190620100729"
"1099","Category:Source-to-source_compilers","36827087","Category","290","20190312135706"
"1100","Category:Gene_expression_programming","37176176","Category","110","20190312135728"
"1101","Category:OpenStreetMap","37538185","Category","658","20190620100751"
"1102","Category:Object_(computer_science)","37539786","Category","125","20181004071541"
"1103","Category:Class_(computer_programming)","37544678","Category","89","20190314074609"
"1104","Category:Psychoacoustics","37624403","Category","247","20190608154027"
"1105","Category:Method_(computer_programming)","37647161","Category","105","20190312135749"
"1106","Category:MacOS","37839745","Category","637","20190621024352"
"1107","Category:Key_derivation_functions","37920127","Category","153","20180428023517"
"1108","Category:Python_scientific_libraries","38065637","Category","40","20190620190848"
"1109","Category:Superscalar_microprocessors","38101686","Category","206","20190404155850"
"1110","Category:Capacity-achieving_codes","38104447","Category","43","20180419062402"
"1111","Category:Computer_arithmetic_algorithms","38133621","Category","573","20190403015022"
"1112","Category:Process_termination_functions","38353656","Category","165","20161226202611"
"1113","Category:C_Sharp_libraries","38580681","Category","238","20181202040107"
"1114","Category:Android_(operating_system)_development_software","38599390","Category","107","20190211091035"
"1115","Category:Software_development_kits","38670987","Category","109","20190526144852"
"1116","Category:Hungarian_computer_programmers","38742343","Category","102","20190426221225"
"1117","Category:ActionScript","38750847","Category","174","20190312135851"
"1118","Category:ALGOL_60","38767512","Category","240","20171126032218"
"1119","Category:ALGOL_68","38767615","Category","119","20190312135852"
"1120","Category:Service-oriented_architecture-related_products","38798197","Category","205","20181203041209"
"1121","Category:Automata_(computation)","38801233","Category","272","20190620100828"
"1122","Category:Software_written_primarily_in_assembly_language","38925412","Category","87","20190601185909"
"1123","Category:Substitution_(logic)","39027045","Category","269","20190312135904"
"1124","Category:MacOS_APIs","39087336","Category","226","20180623161758"
"1125","Category:MacOS_text_editors","39087376","Category","99","20190211091035"
"1126","Category:MacOS_audio_editors","39087462","Category","109","20180404194230"
"1127","Category:MacOS_programming_tools","39087557","Category","277","20190317194721"
"1128","Category:Abstract_machines","39118122","Category","254","20190504161127"
"1129","Category:Japanese_computer_programmers","39157210","Category","201","20190620100842"
"1130","Category:Mexican_computer_programmers","39157214","Category","333","20190530201718"
"1131","Category:Polish_computer_programmers","39157222","Category","213","20190620100842"
"1132","Category:Russian_computer_programmers","39157224","Category","267","20190620100842"
"1133","Category:Permutation_patterns","39219977","Category","137","20190529115550"
"1134","Category:Unification_(computer_science)","39298486","Category","235","20190312135915"
"1135","Category:Dewey_Decimal_Classification","39327232","Category","161","20190620100845"
"1136","Category:Open-source_software_hosting_facilities","39401957","Category","227","20190504072007"
"1137","Category:Image_processing_software","39546072","Category","222","20190620100853"
"1138","Category:Image_compression","39546997","Category","299","20190620100853"
"1139","Category:Image_segmentation","39548653","Category","111","20190620100853"
"1140","Category:Image_noise_reduction_techniques","39560024","Category","232","20190401012313"
"1141","Category:Bitcoin","39563179","Category","212","20190623094335"
"1142","Category:Open-source_hosted_development_tools","39630970","Category","113","20190118060153"
"1143","Category:Iteration_in_programming","39817074","Category","57","20181125135924"
"1144","Category:Electromagnetic_simulation_software","40197174","Category","106","20190328182501"
"1145","Category:Algorithmic_art","40324681","Category","206","20190620100911"
"1146","Category:Source_code_generation","40347446","Category","46","20190312135958"
"1147","Category:Free_Pascal","40446486","Category","198","20190620100915"
"1148","Category:Software_that_uses_GTK","40563904","Category","97","20190620100919"
"1149","Category:Video_libraries","40601042","Category","69","20180622041854"
"1150","Category:Text_rendering_libraries","40613761","Category","114","20180403041430"
"1151","Category:3D_graphics_APIs","40614708","Category","113","20180504160201"
"1152","Category:Mathematical_libraries","40615962","Category","89","20180722090032"
"1153","Category:GPGPU_libraries","40616036","Category","109","20180403101421"
"1154","Category:Numerical_libraries","40631263","Category","208","20181120220653"
"1155","Category:Biogeographic_realms","40688201","Category","409","20190620100922"
"1156","Category:DreamWorks_Animation_people","40773987","Category","108","20190606013117"
"1157","Category:Programming_languages_created_in_1982","40934591","Category","211","20190624191711"
"1158","Category:Programming_languages_with_an_ISO_standard","41056427","Category","124","20190110141752"
"1159","Category:Google_Books","41292064","Category","302","20190620100933"
"1160","Category:Cognitive_inertia","41337078","Category","329","20190312140046"
"1161","Category:Linux_kernel_programmers","41459197","Category","493","20190620100937"
"1162","Category:Programming_tools_for_Windows","41463673","Category","69","20190211091035"
"1163","Category:Spreadsheet_software_for_Windows","41509817","Category","63","20170331225950"
"1164","Category:Spreadsheet_software_for_macOS","41509821","Category","61","20170315153214"
"1165","Category:Computer_algebra_system_software_for_Windows","41518478","Category","79","20190518045257"
"1166","Category:Computer_algebra_system_software_for_MacOS","41518481","Category","77","20190518045257"
"1167","Category:Numerical_analysis_software_for_Windows","41518528","Category","73","20190607162428"
"1168","Category:Numerical_analysis_software_for_MacOS","41518532","Category","71","20190607162428"
"1169","Category:Cryptocurrencies","41684201","Category","575","20190623015556"
"1170","Category:Computational_archaeology","41800793","Category","158","20190312140109"
"1171","Category:XTalk","41945362","Category","84","20190312140117"
"1172","Category:Structured_English","41946879","Category","89","20190312140117"
"1173","Category:Ripple_payment_network","42066954","Category","160","20190312140122"
"1174","Category:Free_software_programmed_in_Vala","42278497","Category","195","20190523140056"
"1175","Category:Vala_software","42278510","Category","95","20170220221621"
"1176","Category:Software_that_was_ported_from_GTK_to_Qt","42278781","Category","372","20190522154539"
"1177","Category:Software_that_uses_PyGObject","42279087","Category","71","20190319043722"
"1178","Category:Software_that_uses_wxPython","42279258","Category","64","20190312140133"
"1179","Category:Software_that_uses_PyGTK","42279783","Category","97","20190319043722"
"1180","Category:Software_that_uses_GStreamer","42280277","Category","84","20190522120648"
"1181","Category:Software_that_uses_XUL","42280293","Category","59","20190517113340"
"1182","Category:Software_that_uses_QML","42280346","Category","104","20190312140133"
"1183","Category:Software_that_uses_FLTK","42280682","Category","107","20190312140133"
"1184","Category:FLTK","42280811","Category","142","20190620100953"
"1185","Category:GNOME_Applications","42296367","Category","114","20190621212406"
"1186","Category:GNOME_Accessibility","42296972","Category","163","20190312140133"
"1187","Category:Window_managers_that_use_GTK","42342642","Category","73","20190312140135"
"1188","Category:Software_that_uses_Clutter","42342979","Category","110","20190312140135"
"1189","Category:Web_browsers_that_use_GTK","42357921","Category","67","20190214083003"
"1190","Category:Web_browsers_that_use_Qt","42357998","Category","66","20180814132935"
"1191","Category:Graphics_software_that_uses_GTK","42358183","Category","120","20190620181230"
"1192","Category:Graphics_software_that_uses_Qt","42358236","Category","34","20190206231110"
"1193","Category:Simple_DirectMedia_Layer","42358336","Category","254","20190620100955"
"1194","Category:Proprietary_software_that_uses_SDL","42358352","Category","37","20180404171900"
"1195","Category:Free_software_that_uses_SDL","42358355","Category","37","20190306015023"
"1196","Category:Audio_software_that_uses_GTK","42358464","Category","147","20190309101458"
"1197","Category:Audio_software_that_uses_Qt","42358486","Category","146","20190504074107"
"1198","Category:Video_software_that_uses_GTK","42358645","Category","104","20190214083111"
"1199","Category:Video_software_that_uses_Qt","42358889","Category","34","20190514064612"
"1200","Category:Software_that_uses_Tk","42359623","Category","123","20190312140135"
"1201","Category:Text_editors_that_use_GTK","42359839","Category","176","20190214172549"
"1202","Category:Email_clients_that_use_GTK","42359926","Category","117","20190523140032"
"1203","Category:Software_that_uses_GNUstep","42360082","Category","88","20190312140135"
"1204","Category:Instant_messaging_clients_that_use_GTK","42360254","Category","133","20190620175028"
"1205","Category:Voice_over_IP_clients_that_use_GTK","42360326","Category","125","20190214083214"
"1206","Category:Videoconferencing_software_that_uses_GTK","42360454","Category","203","20190214083214"
"1207","Category:File_managers_that_use_GTK","42360829","Category","109","20190523135522"
"1208","Category:GNOME_Mobile","42363269","Category","35","20190214082740"
"1209","Category:Software_that_uses_Motif","42382263","Category","62","20181202131813"
"1210","Category:Motif","42382274","Category","122","20190312140136"
"1211","Category:Computer_algebra_system_software_for_Linux","42382357","Category","163","20190530201109"
"1212","Category:Numerical_analysis_software_for_Linux","42382525","Category","159","20190607162428"
"1213","Category:Engineering_software_that_uses_GTK","42382977","Category","1095","20190214083246"
"1214","Category:Engineering_software_that_uses_Qt","42383036","Category","1105","20181202203738"
"1215","Category:Office_software_that_uses_GTK","42389249","Category","35","20190214083245"
"1216","Category:Science_software_that_uses_Qt","42390874","Category","34","20190206232050"
"1217","Category:Science_software_that_uses_GTK","42390907","Category","195","20190309213849"
"1218","Category:Computer_games_that_use_GTK","42391365","Category","35","20190214083319"
"1219","Category:Desktop_environments_based_on_GTK","42391443","Category","78","20190517122429"
"1220","Category:Game_engines_for_Linux","42392630","Category","255","20190312140136"
"1221","Category:Package_management_software_that_uses_GTK","42401478","Category","139","20190214083352"
"1222","Category:Package_management_software_that_uses_Qt","42401481","Category","150","20160802234456"
"1223","Category:Graphical_shells_that_use_GTK","42402393","Category","88","20190214083354"
"1224","Category:GStreamer","42403411","Category","108","20190620100956"
"1225","Category:Cairo_(graphics)","42403446","Category","135","20190312140137"
"1226","Category:Software_that_uses_Cairo","42403466","Category","104","20190312140137"
"1227","Category:TeX_editors_that_use_GTK","42404265","Category","35","20190214083425"
"1228","Category:TeX_editors_that_use_Qt","42404289","Category","59","20180711213407"
"1229","Category:Educational_software_that_uses_GTK","42408093","Category","79","20190214083425"
"1230","Category:Educational_software_that_uses_Qt","42408103","Category","78","20190206232050"
"1231","Category:GTK_language_bindings","42408254","Category","16","20190319043722"
"1232","Category:Proprietary_software_that_uses_Qt","42410239","Category","68","20190603044933"
"1233","Category:3D_graphics_software_that_uses_Qt","42410285","Category","78","20181202213259"
"1234","Category:Scintilla","42418705","Category","61","20190312140137"
"1235","Category:Software_that_uses_Scintilla","42418800","Category","70","20181202165703"
"1236","Category:Mapping_software_that_uses_GTK","42426924","Category","121","20190214083424"
"1237","Category:Software_that_was_ported_from_Qt_to_Mono","42427034","Category","174","20180404131119"
"1238","Category:Software_that_uses_Mono","42427038","Category","71","20180404131057"
"1239","Category:Concept-_and_mind-mapping_software_that_uses_GTK","42428641","Category","164","20190522121528"
"1240","Category:Motion_graphics_software_that_uses_GTK","42429541","Category","198","20190531133201"
"1241","Category:Volunteer_computing","42443194","Category","406","20190613210437"
"1242","Category:Ncurses","42448653","Category","92","20190620100956"
"1243","Category:Software_that_uses_ncurses","42448671","Category","114","20190620100956"
"1244","Category:Language_modeling","42452485","Category","185","20190312140138"
"1245","Category:Operating_systems_using_GPE","42455157","Category","101","20190312140138"
"1246","Category:File_sharing_software_that_uses_GTK","42455336","Category","80","20190214083458"
"1247","Category:Optical_disc-related_software_that_uses_GTK","42455518","Category","150","20190214083458"
"1248","Category:Optical_disc-related_software_that_uses_Qt","42456043","Category","105","20190312140138"
"1249","Category:Video_editing_software_that_uses_GTK","42456369","Category","170","20190304123653"
"1250","Category:Audio_editing_software_for_Linux","42456490","Category","147","20160725085209"
"1251","Category:Packet_analyzer_software_that_uses_GTK","42457319","Category","133","20190523050903"
"1252","Category:Archive_managers_that_use_GTK","42457424","Category","75","20190214083603"
"1253","Category:Note-taking_software_that_uses_GTK","42457650","Category","80","20190214083603"
"1254","Category:Terminal_emulator_software_that_uses_GTK","42457817","Category","87","20190523140056"
"1255","Category:Terminal_emulator_software_that_uses_Qt","42457837","Category","85","20190207222046"
"1256","Category:Enlightenment_Foundation_Libraries","42457904","Category","127","20190312140138"
"1257","Category:News_aggregators_that_use_GTK","42458245","Category","73","20190621212406"
"1258","Category:Remote_desktop_software_that_uses_GTK","42458342","Category","131","20190214083635"
"1259","Category:Virtualization-related_software_that_uses_GTK","42458623","Category","90","20190214083635"
"1260","Category:Dictionary_software_that_uses_GTK","42458869","Category","76","20190214083635"
"1261","Category:Dictionary_software_that_uses_Qt","42458875","Category","75","20180405002159"
"1262","Category:Clipboard_utilities_that_use_GTK","42458979","Category","70","20190214083708"
"1263","Category:Integrated_development_environments_that_use_GTK","42459019","Category","101","20190214083708"
"1264","Category:Email_clients_that_use_Qt","42497292","Category","128","20180404220735"
"1265","Category:Antivirus_software_that_uses_Qt","42497374","Category","131","20180404151301"
"1266","Category:Mantle_(API)","42505178","Category","128","20190312140140"
"1267","Category:Video_games_that_support_Mantle","42505193","Category","81","20190501125555"
"1268","Category:Linux_APIs","42505257","Category","400","20190530201112"
"1269","Category:File_sharing_software_that_uses_Qt","42506000","Category","79","20160612110653"
"1270","Category:File_sharing_software_that_uses_wxWidgets","42506094","Category","86","20180404232111"
"1271","Category:Text_editors_for_Linux","42514278","Category","137","20171019013742"
"1272","Category:Instant_messaging_clients_that_use_Qt","42514402","Category","85","20170911101612"
"1273","Category:Voice_over_IP_clients_that_use_Qt","42514404","Category","81","20180411140359"
"1274","Category:Videoconferencing_software_that_uses_Qt","42514405","Category","86","20180404191112"
"1275","Category:Instant_messaging_clients_programmed_in_Java","42514488","Category","144","20170323162245"
"1276","Category:Videoconferencing_software_programmed_in_Java","42514492","Category","86","20180404191105"
"1277","Category:Voice_over_IP_clients_programmed_in_Java","42514499","Category","81","20180404202056"
"1278","Category:Concept-_and_mind-mapping_software_programmed_in_Java","42514543","Category","187","20181204034418"
"1279","Category:Text_editors_programmed_in_Java","42514674","Category","71","20180404221105"
"1280","Category:Computer-assisted_translation_software_that_uses_GTK","42640757","Category","160","20190214083708"
